1021218188007892600, 293.07659153540783
1295573350314229000, 372.18144437822514
1565052372998189800, 447.6549552630411
1890582983690741200, 544.3134383763517
2283823902566051600, 661.8425993363451
2739617739031966700, 787.4562151399782
3309457733550931500, 947.1419977667057
3997824343928428500, 1151.6506438136287
4829371084838725000, 1385.1902753946233
5833879397552069000, 1666.0886783286874
7047325257739915000, 2003.9495897155573
8572958059605051000, 2436.64607905438
10283904967314702000, 2899.106375098606
12336313865232210000, 3525.0867676009098
14902264919349858000, 4194.126347923944
18128366078520070000, 5099.729840099484
21746332207389872000, 6133.888101910145
26269565375768265000, 7298.061976768658
31512310217636260000, 8778.01313597249
38334219576478040000, 10558.078961316558
46632962813218340000, 12699.118767158869
55939729855338560000, 15274.333337842083
68049783481861360000, 18173.30696311226
82204126145748600000, 21622.48778198818
98610003143182800000, 26007.244442001163
